lat,lon,landcover
61.85910531,14.3590318,ForestNaturalAreas
62.39505163,14.35948957,ForestNaturalAreas
62.61022139,14.36155655,ForestNaturalAreas
57.89117313,14.3626131,Water
61.32417794,14.36312035,ForestNaturalAreas
58.14022596,14.3631453,ForestNaturalAreas
60.34594108,14.36397423,ForestNaturalAreas
56.05059706,14.36836793,Water
58.93353961,14.36877959,ForestNaturalAreas
58.47954847,14.36919831,ForestNaturalAreas
63.51445444,14.3719714,Wetlands
57.96956272,14.37549054,AgriculturalArea
62.15181955,14.37731897,ForestNaturalAreas
60.85979874,14.38350579,Wetlands
57.78069853,14.38351695,Water
58.85963061,14.4011539,ForestNaturalAreas
60.25035768,14.40168947,Water
58.85017059,14.40253058,ForestNaturalAreas
56.58597641,14.40316079,Water
64.1268677,14.40522996,Water
61.15870765,14.40852776,ForestNaturalAreas
59.45357695,14.41106429,Water
60.99588299,14.41309787,ForestNaturalAreas
59.44363816,14.41409201,Water
58.75760324,14.4152736,ForestNaturalAreas
58.41258959,14.42047684,ForestNaturalAreas
63.15283475,14.42475382,ForestNaturalAreas
55.78525915,14.4253942,Water
55.75225009,14.42795205,Water
63.13025336,14.43278748,ForestNaturalAreas
61.08385422,14.43768677,Wetlands
59.2006863,14.44325041,ForestNaturalAreas
60.81517513,14.44379711,ForestNaturalAreas
57.72247809,14.44574204,Water
59.00446224,14.45104581,ForestNaturalAreas
56.70482129,14.45726108,Water
60.40630071,14.45870565,Wetlands
58.31682589,14.46692555,ForestNaturalAreas
56.7125981,14.46782874,Water
60.14799118,14.47845805,ForestNaturalAreas
59.22659249,14.48281819,ForestNaturalAreas
59.31889752,14.48985501,ForestNaturalAreas
62.79576281,14.49164587,AgriculturalArea
64.66078607,14.49524593,Water
62.76333482,14.49571,ForestNaturalAreas
57.83335037,14.50580477,Water
62.62853313,14.508973,ForestNaturalAreas
60.00810035,14.51318231,Wetlands
55.82290891,14.51427961,Water
60.72400161,14.51448459,Wetlands
59.46062539,14.52172673,ForestNaturalAreas
63.04242129,14.52197954,ForestNaturalAreas
64.68848216,14.52651339,Water
63.30421412,14.53334693,Wetlands
63.0086378,14.53459685,Water
55.65313035,14.54428347,Water
59.07107033,14.54695836,ForestNaturalAreas
55.72694387,14.55152164,Water
62.43454564,14.55500365,ForestNaturalAreas
60.43711744,14.56365818,ForestNaturalAreas
61.06175883,14.56807037,Wetlands
63.90927374,14.56888053,Water
57.73158136,14.57156213,Water
64.57157102,14.57898051,Water
59.11707947,14.57985896,ForestNaturalAreas
58.7209653,14.58177018,ForestNaturalAreas
61.97356818,14.58540314,ForestNaturalAreas
58.28623122,14.58597316,ForestNaturalAreas
56.522048,14.58619052,Water
55.91555985,14.59030469,Water
59.78228344,14.59163036,ForestNaturalAreas
60.1629686,14.59432933,ForestNaturalAreas
59.61202456,14.59607821,Wetlands
56.91765341,14.60009391,Water
61.76899104,14.60056282,ForestNaturalAreas
64.70005369,14.6010833,Water
63.77444042,14.60214929,AgriculturalArea
63.26971341,14.60429283,ForestNaturalAreas
62.87532169,14.60445842,Wetlands
64.88565076,14.60735134,Water
61.06430836,14.60771432,ForestNaturalAreas
59.89209928,14.61428372,ForestNaturalAreas
56.83108467,14.62310977,Water
67.38211191,14.63037252,Water
58.97810609,14.6364709,ForestNaturalAreas
60.2789139,14.63876145,Wetlands
55.74947878,14.64300152,Water
57.65571122,14.65596213,Water
59.01447275,14.65793502,ForestNaturalAreas
63.03018228,14.65922973,Wetlands
61.48337047,14.66381952,ForestNaturalAreas
63.62767903,14.66646452,ForestNaturalAreas
62.90275376,14.66992991,ForestNaturalAreas
62.37204326,14.6727912,ForestNaturalAreas
56.6238929,14.67321076,Water
59.65751057,14.6752213,ForestNaturalAreas
61.97714495,14.67679483,ForestNaturalAreas
56.7070634,14.67939026,Water
64.68239026,14.68376171,Water
60.01335887,14.68457812,ForestNaturalAreas
64.80535537,14.68739241,Water
57.85662396,14.68917126,Water
60.93399787,14.6918415,ForestNaturalAreas
57.86999918,14.69256598,Water
57.84464224,14.6976491,Water
56.04607289,14.70495902,Water
59.67727473,14.70938187,ForestNaturalAreas
58.81463242,14.71010724,ForestNaturalAreas
61.71578243,14.71338771,ForestNaturalAreas
59.4210775,14.71739417,ForestNaturalAreas
57.84345362,14.72021365,Water
60.72571227,14.72399936,AgriculturalArea
63.0457878,14.72714731,AgriculturalArea
64.60925778,14.73544204,Water
55.84668723,14.73830491,Water
58.3308376,14.74097513,ForestNaturalAreas
61.48719828,14.74147898,Water
56.8818817,14.74176209,Water
56.48531121,14.74474786,Water
58.04660762,14.74893552,ArtificialSurfaces
67.58583143,14.75165825,Water
64.9561778,14.75227511,Water
56.66317912,14.75621859,Water
56.31179109,14.75789642,AgriculturalArea
64.10077892,14.76136468,ForestNaturalAreas
55.69422364,14.7698272,Water
64.03518218,14.77159043,Water
60.61180097,14.77243823,ForestNaturalAreas
60.53304585,14.77305298,Wetlands
64.09491173,14.77603781,Water
56.68534659,14.77731285,Water
57.86766618,14.78265034,Water
65.02985385,14.7883757,Water
58.03843148,14.78973433,Water
63.68815612,14.78999587,ForestNaturalAreas
60.59370511,14.79291389,Wetlands
65.22157603,14.79441719,Water
60.79121855,14.79772725,ForestNaturalAreas
62.2366453,14.80085957,ForestNaturalAreas
63.3125876,14.80305426,Water
64.01230425,14.8048386,Water
59.09324728,14.81740763,ForestNaturalAreas
63.58352225,14.81822834,ForestNaturalAreas
59.12957055,14.8209942,ForestNaturalAreas
62.65976023,14.82235215,Wetlands
61.52018941,14.82601608,ForestNaturalAreas
55.67923992,14.82712774,Water
60.70345441,14.83273669,Wetlands
58.7668361,14.84206429,ForestNaturalAreas
62.47211896,14.84706557,ForestNaturalAreas
58.3896886,14.84791466,ForestNaturalAreas
56.60016204,14.84892292,ForestNaturalAreas
63.43763684,14.85186424,AgriculturalArea
64.59377822,14.85328725,Water
57.07169071,14.86126938,Water
66.3092633,14.86753497,Water
56.19346605,14.86847885,AgriculturalArea
67.4418591,14.87272426,Water
65.2130397,14.8747999,Water
59.05735131,14.88379298,ForestNaturalAreas
67.35036962,14.88595004,Water
65.24306678,14.89710853,Water
57.83463398,14.8973424,Water
62.1137709,14.9086384,ForestNaturalAreas
62.85151284,14.91077148,Wetlands
62.04308035,14.91130339,ForestNaturalAreas
58.2372051,14.91446953,AgriculturalArea
59.77681663,14.92103315,ForestNaturalAreas
60.95671323,14.92121679,ForestNaturalAreas
61.98865397,14.9221063,ForestNaturalAreas
62.41079008,14.92249656,ForestNaturalAreas
67.26403534,14.92310576,Water
61.32075129,14.92874434,ForestNaturalAreas
62.48264345,14.93425691,ForestNaturalAreas
58.59516527,14.93795536,ForestNaturalAreas
67.56261355,14.9388355,Water
58.1092973,14.93986336,Water
65.8814454,14.94277093,Water
61.21760549,14.94311924,ForestNaturalAreas
56.20886876,14.94350636,ForestNaturalAreas
59.6443463,14.94918866,ForestNaturalAreas
55.69008232,14.95086077,Water
56.12123503,14.96073505,AgriculturalArea
62.87640538,14.9643806,Wetlands
64.91213827,14.96981259,Water
55.79381536,14.9706362,AgriculturalArea
58.38384929,14.97121771,ForestNaturalAreas
59.29494832,14.98068484,ForestNaturalAreas
56.49942536,14.98153449,AgriculturalArea
63.45617108,14.9838102,ForestNaturalAreas
63.02318386,14.9861232,AgriculturalArea
61.89149433,14.99063817,ForestNaturalAreas
65.06823401,14.99724722,Water
59.9559234,14.9973612,ForestNaturalAreas
56.45625036,14.99747099,AgriculturalArea
56.43497102,15.00384705,AgriculturalArea
62.86545039,15.00779263,Wetlands
63.39562311,15.00828147,Water
58.12960335,15.01285734,Water
64.40905496,15.01381018,Water
58.4663052,15.01483028,ForestNaturalAreas
56.34170212,15.01952503,Water
63.25419708,15.02048518,Water
64.47907765,15.02237369,Water
65.29123105,15.02472969,Water
66.06530205,15.02733571,Water
58.83899105,15.02769333,ForestNaturalAreas
59.27599696,15.02813719,ForestNaturalAreas
61.38188813,15.03004788,ForestNaturalAreas
61.36293233,15.03092176,ForestNaturalAreas
56.01239486,15.03145384,ForestNaturalAreas
63.8535369,15.03394151,ForestNaturalAreas
64.3955039,15.03410257,Water
64.09716002,15.03495037,ForestNaturalAreas
55.92020899,15.0353219,ForestNaturalAreas
56.41543493,15.03547978,Water
60.98456713,15.03709266,Water
56.81583523,15.04139223,ForestNaturalAreas
58.64542275,15.05336399,ForestNaturalAreas
63.62419228,15.05458022,ForestNaturalAreas
56.29216099,15.05531439,Water
59.72624065,15.05671326,ForestNaturalAreas
55.89557589,15.06009132,ForestNaturalAreas
56.70844995,15.06299278,AgriculturalArea
64.11308866,15.06801497,ForestNaturalAreas
63.24098447,15.06939003,AgriculturalArea
60.30191784,15.08064543,Water
63.39816981,15.08384913,ForestNaturalAreas
64.07883417,15.08614852,ForestNaturalAreas
56.14596131,15.08637864,AgriculturalArea
57.02734909,15.08735042,Water
56.60562738,15.09093227,AgriculturalArea
64.25885677,15.09701195,ForestNaturalAreas
55.86012054,15.09828476,AgriculturalArea
67.52292161,15.09834642,Water
58.11469966,15.10336895,Water
63.13606219,15.10467394,AgriculturalArea
59.88207832,15.1073784,ForestNaturalAreas
61.93395095,15.11113081,ForestNaturalAreas
63.9288948,15.11381559,ForestNaturalAreas
61.20063862,15.1153255,ForestNaturalAreas
64.4795995,15.11575102,Water
56.93098525,15.11609705,Water
64.55683058,15.12172309,Water
62.07608734,15.12212888,ForestNaturalAreas
60.56133423,15.12563333,Wetlands
59.31708334,15.12645284,ForestNaturalAreas
56.60876037,15.1368706,AgriculturalArea
56.69203426,15.14182409,AgriculturalArea
67.75206216,15.14413797,Water
59.01549855,15.14764009,ForestNaturalAreas
63.19423224,15.15074525,AgriculturalArea
60.54079083,15.15155709,Wetlands
62.65165823,15.15225569,AgriculturalArea
60.33568022,15.16487265,ForestNaturalAreas
58.3622871,15.17268333,ForestNaturalAreas
64.95514899,15.18021513,Water
58.72580692,15.18078693,ForestNaturalAreas
67.46133098,15.18170932,Water
68.0626484,15.18330415,Water
62.58361135,15.18427851,ForestNaturalAreas
65.74731233,15.19098462,Water
63.77179366,15.19638828,ForestNaturalAreas
59.29813898,15.19865094,ForestNaturalAreas
60.91895937,15.19872553,Wetlands
67.35570527,15.19959361,Water
56.91062458,15.20132231,Water
62.91353047,15.20314083,ForestNaturalAreas
59.54537448,15.2031754,ForestNaturalAreas
61.43515736,15.20832417,ForestNaturalAreas
68.04482726,15.20920392,Water
59.79222523,15.21148018,ForestNaturalAreas
63.46594963,15.21227575,ForestNaturalAreas
64.48667862,15.21306668,Water
58.50643507,15.21513235,ForestNaturalAreas
63.42138803,15.21740556,ForestNaturalAreas
56.57596837,15.21829546,AgriculturalArea
55.75619095,15.21880123,AgriculturalArea
62.22431437,15.2193249,ForestNaturalAreas
56.43117524,15.21969865,AgriculturalArea
56.28464462,15.22143084,Water
66.54319012,15.22175228,Water
56.23809147,15.22592523,Water
67.26020425,15.2262088,Water
59.64740972,15.22669271,ForestNaturalAreas
64.10009246,15.22811308,ForestNaturalAreas
67.4572992,15.23223498,Water
64.35681893,15.23897072,Water
64.2129163,15.24396791,ForestNaturalAreas
60.22832374,15.25018249,ForestNaturalAreas
65.53820374,15.25692182,Water
62.01213112,15.25854174,ForestNaturalAreas
64.57780878,15.26417877,Water
59.72232746,15.27212704,ForestNaturalAreas
64.7021736,15.27549864,ForestNaturalAreas
61.29126577,15.27747047,ForestNaturalAreas
58.21543827,15.28057065,Water
62.50458235,15.28181878,ForestNaturalAreas
62.29411994,15.2826979,ForestNaturalAreas
58.82988987,15.28915118,ForestNaturalAreas
58.44914208,15.2893703,Water
58.31663588,15.29285069,Water
68.0498626,15.30033302,Water
58.92501474,15.30745268,ForestNaturalAreas
56.51187902,15.30924657,AgriculturalArea
60.56745729,15.31118786,ForestNaturalAreas
59.03713264,15.31191155,ForestNaturalAreas
62.05050392,15.31641465,ForestNaturalAreas
56.90748451,15.31919605,Water
65.91901639,15.31967476,Water
59.96377836,15.32029597,ForestNaturalAreas
61.50678103,15.32119851,ForestNaturalAreas
62.8690796,15.32131184,Wetlands
67.21817462,15.32447891,Water
60.64872044,15.32681174,ForestNaturalAreas
67.83087746,15.32959019,Water
59.37483376,15.33056789,ForestNaturalAreas
67.66228035,15.33879149,Water
61.85336547,15.34536683,ForestNaturalAreas
63.79562247,15.34814527,ForestNaturalAreas
56.076683,15.34901109,ArtificialSurfaces
55.78348527,15.35155764,AgriculturalArea
62.63610472,15.3537788,Wetlands
57.07965173,15.35639151,Water
57.03168674,15.35705292,Water
67.60093397,15.36258198,Water
56.88704495,15.36346847,Water
62.5145007,15.36391498,ForestNaturalAreas
60.82403165,15.36530414,ForestNaturalAreas
56.69377611,15.36938746,Water
60.6447013,15.3708017,Water
59.45345474,15.37331832,ForestNaturalAreas
62.88039285,15.3737405,ForestNaturalAreas
65.68573201,15.37802657,Water
59.00026241,15.37867796,ForestNaturalAreas
58.14378337,15.38939495,Water
63.22981538,15.3896017,ArtificialSurfaces
64.81480078,15.39015844,Water
63.95453761,15.3903419,ForestNaturalAreas
63.12781198,15.39359405,ForestNaturalAreas
59.85508611,15.3963897,ForestNaturalAreas
61.54889645,15.39643727,ForestNaturalAreas
64.34712121,15.39930713,Water
63.95977415,15.40207375,Water
62.31164025,15.40449374,ForestNaturalAreas
56.48877219,15.41114998,ArtificialSurfaces
67.35884623,15.41240199,Water
58.58227582,15.41826548,ForestNaturalAreas
59.17630824,15.42182951,ForestNaturalAreas
58.5554946,15.42650007,ArtificialSurfaces
63.54473411,15.42953183,ForestNaturalAreas
60.52120491,15.43063932,Wetlands
58.42435983,15.43689181,Water
66.30161816,15.44245483,Water
58.15517526,15.44526584,Water
59.0713132,15.44602224,ForestNaturalAreas
65.83204723,15.4460997,Water
67.1323567,15.44643468,Water
63.81451706,15.44767579,Wetlands
61.8142138,15.4484592,ForestNaturalAreas
60.36444125,15.4497306,ForestNaturalAreas
56.89983896,15.45747822,Water
62.78798114,15.46075625,Wetlands
61.40931859,15.46308732,ForestNaturalAreas
60.05147503,15.46322234,ForestNaturalAreas
61.06610399,15.46896915,ForestNaturalAreas
58.33802299,15.46920192,Water
59.77426098,15.4702624,ForestNaturalAreas
58.85161048,15.47028319,ForestNaturalAreas
67.85263308,15.47048381,Water
59.88787074,15.47371803,ForestNaturalAreas
61.28677843,15.4740579,ForestNaturalAreas
61.8251735,15.47419825,ForestNaturalAreas
59.33846713,15.4742016,ForestNaturalAreas
63.5207519,15.48032519,ForestNaturalAreas
56.4273148,15.48068001,AgriculturalArea
66.53584873,15.48171786,Water
61.11515287,15.4853664,ForestNaturalAreas
63.78582286,15.49368159,ForestNaturalAreas
67.96930818,15.49774105,Water
58.4595021,15.49777513,Water
63.07046991,15.50396774,AgriculturalArea
62.85919752,15.50712774,Wetlands
58.9196891,15.51012161,ForestNaturalAreas
67.82295528,15.51160656,Water
63.82585152,15.51643574,ForestNaturalAreas
59.37062803,15.51773402,ForestNaturalAreas
56.97257406,15.52567677,Water
58.64513548,15.52885962,ForestNaturalAreas
64.78301574,15.52887081,ForestNaturalAreas
62.08787602,15.52957195,ForestNaturalAreas
64.26555651,15.5393068,Water
60.4683852,15.54094206,Wetlands
61.08679872,15.54514156,ArtificialSurfaces
60.75229814,15.54932336,ForestNaturalAreas
64.23741804,15.54968738,ForestNaturalAreas
60.11326397,15.55031352,ForestNaturalAreas
63.40807094,15.55353619,Water
62.68557816,15.56946164,Wetlands
66.09817207,15.56948915,Water
63.99414667,15.56988125,ForestNaturalAreas
63.35637076,15.57448122,ForestNaturalAreas
63.75628698,15.5745703,Wetlands
64.16421876,15.59218509,ForestNaturalAreas
63.612083,15.59539563,Water
59.24810568,15.59661414,ForestNaturalAreas
63.51333532,15.59910426,Water
67.28914546,15.59971247,Water
63.97097218,15.60037694,ForestNaturalAreas
56.31718369,15.60096128,AgriculturalArea
60.02107642,15.61529095,ForestNaturalAreas
67.9988529,15.61593091,Water
58.71812989,15.619229,ForestNaturalAreas
61.41567174,15.61982792,ForestNaturalAreas
61.02172287,15.62234805,ForestNaturalAreas
60.53945938,15.6239207,ForestNaturalAreas
62.43372168,15.62671142,ForestNaturalAreas
58.7843318,15.63201974,ArtificialSurfaces
62.1346174,15.63295068,ForestNaturalAreas
65.93830785,15.6336877,Water
65.118377,15.64490443,Water
60.87341236,15.64772178,ForestNaturalAreas
66.39927183,15.65415347,Water
57.03132533,15.65432594,Water
64.68626027,15.66189658,Water
61.55573292,15.6626181,ForestNaturalAreas
58.49563548,15.66379391,Water
64.68265172,15.66431788,ForestNaturalAreas
60.51827864,15.66608596,ForestNaturalAreas
59.631457,15.6675758,ForestNaturalAreas
67.42916632,15.6765072,Water
59.55512564,15.67662933,ForestNaturalAreas
61.51578629,15.67879488,ForestNaturalAreas
68.20773161,15.68026084,Water
61.38172398,15.68131614,ForestNaturalAreas
58.8997808,15.68136022,ForestNaturalAreas
68.10909645,15.6850666,Water
65.21144656,15.69113457,Water
65.37672471,15.69147204,Water
56.72345758,15.69283838,AgriculturalArea
64.66039696,15.69529546,AgriculturalArea
65.53617626,15.70052846,AgriculturalArea
62.83919954,15.70188475,Wetlands
65.95758428,15.70346402,Water
56.16069947,15.70353155,AgriculturalArea
60.31959438,15.70824547,Wetlands
62.30546018,15.7128787,ForestNaturalAreas
57.0353395,15.72231828,Water
60.17321938,15.72863264,ForestNaturalAreas
62.92059955,15.72961514,ForestNaturalAreas
67.52208084,15.72988613,Water
65.57820214,15.73296013,Water
65.52589795,15.74006027,Water
60.48674257,15.74642258,AgriculturalArea
65.47343885,15.75044657,Wetlands
56.98415579,15.75430616,Water
67.79179756,15.7619389,ForestNaturalAreas
57.15926094,15.76216227,Water
59.1396563,15.76974015,ForestNaturalAreas
58.72867341,15.770869,Water
60.06616658,15.77153939,Water
62.67913837,15.77260337,ForestNaturalAreas
63.12316855,15.77309019,Wetlands
58.8873376,15.77578853,ForestNaturalAreas
64.09369406,15.78575839,ForestNaturalAreas
65.44408749,15.78622785,Water
58.57853438,15.79090407,Water
64.77427257,15.79982403,Water
62.36165175,15.80217764,ForestNaturalAreas
67.37110477,15.80574203,Water
56.86245561,15.8064869,Water
64.29208939,15.80836197,ForestNaturalAreas
64.80053521,15.81035993,Water
65.7864604,15.81265065,Water
61.17959652,15.81283114,Wetlands
61.47884025,15.81665241,ForestNaturalAreas
57.20390535,15.81814586,Water
60.58112242,15.81872031,AgriculturalArea
66.66244984,15.82013663,Water
64.14974216,15.82335153,ForestNaturalAreas
60.19574447,15.82734973,ForestNaturalAreas
60.05044631,15.8285378,ForestNaturalAreas
67.29028833,15.82912821,Water
58.83939879,15.82939186,ForestNaturalAreas
65.12463,15.83096617,Water
63.47709337,15.83204188,ForestNaturalAreas
59.65298154,15.8336055,ForestNaturalAreas
59.92990174,15.8385965,ForestNaturalAreas
66.14924862,15.84005865,Water
60.82512751,15.84136743,ForestNaturalAreas
65.12762155,15.84245643,Water
57.21974128,15.84668808,Water
59.88537263,15.84880793,ForestNaturalAreas
64.72644692,15.85236501,ForestNaturalAreas
55.77904553,15.85892486,AgriculturalArea
62.57977433,15.8681975,ForestNaturalAreas
59.61720005,15.87025008,ForestNaturalAreas
55.8164816,15.87250125,ArtificialSurfaces
58.76614122,15.87270789,ForestNaturalAreas
57.04892603,15.87578603,Water
56.21143716,15.89212152,AgriculturalArea
58.52436411,15.89366369,Water
58.6316169,15.89379615,Water
64.12100125,15.89473026,ForestNaturalAreas
57.22400094,15.89655959,Water
61.16776662,15.90090814,Wetlands
66.5342947,15.90211002,Water
66.26594583,15.9021228,Water
63.84261263,15.91049391,AgriculturalArea
58.96334493,15.9106172,ForestNaturalAreas
58.54473698,15.9111788,Water
68.05142187,15.91505066,Water
56.33907799,15.91527282,Water
55.8649865,15.91947733,AgriculturalArea
63.53364497,15.9216981,Water
65.89999541,15.92349971,Water
58.86613603,15.92537736,ForestNaturalAreas
68.3522335,15.92790841,Water
56.99574217,15.94064794,Water
65.68874131,15.95141976,Water
56.16406854,15.95173496,AgriculturalArea
57.33292843,15.95280775,Water
61.04865484,15.95588812,ForestNaturalAreas
60.49941345,15.95689791,ForestNaturalAreas
64.02224651,15.95824133,ForestNaturalAreas
61.57066148,15.95929367,ForestNaturalAreas
56.13032059,15.96550702,AgriculturalArea
66.70640199,15.96552034,Water
62.35118016,15.96649112,ForestNaturalAreas
64.11585958,15.96748146,ForestNaturalAreas
60.32064103,15.96785333,ForestNaturalAreas
64.44855004,15.97030816,ForestNaturalAreas
59.20318036,15.97118472,AgriculturalArea
59.55112538,15.97166891,ForestNaturalAreas
65.07450201,15.98192127,Water
59.11960571,15.98376047,ForestNaturalAreas
56.771007,15.98610218,AgriculturalArea
67.88373197,15.99020922,Water
56.97191852,15.99117944,ArtificialSurfaces
63.84207103,15.99358598,AgriculturalArea
65.71175029,15.99742579,ForestNaturalAreas
60.28757452,16.00158652,ForestNaturalAreas
67.6096762,16.00240595,Water
55.84852576,16.00539941,AgriculturalArea
56.68869803,16.00646857,Water
55.93390295,16.0121617,AgriculturalArea
66.10964982,16.01426692,Water
65.17760814,16.01480417,Water
56.61901381,16.01556339,ForestNaturalAreas
65.72114959,16.0217431,Water
59.10673097,16.02481796,ForestNaturalAreas
66.00432007,16.02780321,ForestNaturalAreas
59.58295943,16.03365467,AgriculturalArea
58.92137303,16.03392547,AgriculturalArea
64.86062781,16.03492578,ForestNaturalAreas
56.59607725,16.03825753,AgriculturalArea
66.64268719,16.04741083,Water
63.0352786,16.05254886,ForestNaturalAreas
62.60312396,16.06216136,ForestNaturalAreas
66.03676015,16.0661588,ForestNaturalAreas
61.71826106,16.06977737,ForestNaturalAreas
63.74030936,16.07204922,AgriculturalArea
66.4260024,16.07297071,Water
63.10715217,16.07379361,ForestNaturalAreas
59.38223003,16.07393253,AgriculturalArea
59.14075723,16.07617115,AgriculturalArea
62.7318509,16.0816465,AgriculturalArea
63.68856899,16.08203613,Water
59.39308823,16.08275199,ArtificialSurfaces
63.28908773,16.08444053,ForestNaturalAreas
64.49945245,16.0892636,ForestNaturalAreas
56.14862308,16.08952653,AgriculturalArea
66.08441193,16.09139533,Water
67.92063607,16.09850791,ForestNaturalAreas
62.02687612,16.09904085,ForestNaturalAreas
61.79990112,16.10196548,ForestNaturalAreas
61.95861716,16.10407174,ForestNaturalAreas
61.56641973,16.10487491,AgriculturalArea
56.09461107,16.1074001,AgriculturalArea
61.97563304,16.11040683,ForestNaturalAreas
64.37473949,16.11263227,ForestNaturalAreas
65.92703116,16.11696332,Water
62.29483039,16.11869955,ForestNaturalAreas
58.62027894,16.12194287,Water
56.22228079,16.12364952,ArtificialSurfaces
62.74691868,16.12584994,ForestNaturalAreas
60.97223931,16.12693174,ForestNaturalAreas
64.73976516,16.12896044,ForestNaturalAreas
64.40515178,16.13147221,ForestNaturalAreas
65.59722834,16.13288677,Water
60.17841444,16.13376177,ForestNaturalAreas
64.08661155,16.14060356,ForestNaturalAreas
63.02578136,16.14149498,AgriculturalArea
68.32551305,16.14624554,Water
59.14003482,16.14749761,AgriculturalArea
68.18808077,16.15037507,Water
63.05096515,16.151715,ForestNaturalAreas
59.48887779,16.15239937,ForestNaturalAreas
60.8676377,16.15689449,Wetlands
57.30287458,16.15914041,Water
57.34712846,16.16050215,Water
56.17113504,16.16139477,AgriculturalArea
67.86483573,16.16173557,ForestNaturalAreas
61.73592261,16.16186691,ForestNaturalAreas
57.04896455,16.16353137,AgriculturalArea
62.69496947,16.16414718,ForestNaturalAreas
57.3287903,16.16974567,Water
61.94098404,16.17007833,Wetlands
59.02666755,16.17028886,ForestNaturalAreas
58.79435221,16.17531726,ForestNaturalAreas
64.98564372,16.17674297,ForestNaturalAreas
60.12378726,16.18530028,ArtificialSurfaces
59.41932747,16.18707037,ForestNaturalAreas
61.39315064,16.19495088,ForestNaturalAreas
60.81610628,16.19804823,Water
56.44529124,16.19885668,ForestNaturalAreas
65.19522039,16.19887789,AgriculturalArea
58.58093986,16.20163591,Water
60.90716541,16.20559618,Wetlands
66.66740531,16.21176879,Water
63.51421122,16.21209251,ForestNaturalAreas
59.22624367,16.21303507,Water
67.38351536,16.21688149,Water
60.2838202,16.2176809,AgriculturalArea
57.44899656,16.21782125,Water
58.49223704,16.21875144,Water
57.14884613,16.21891469,ArtificialSurfaces
62.9124789,16.22024156,ForestNaturalAreas
55.86139757,16.22088736,AgriculturalArea
68.61478508,16.22869555,Water
65.10695464,16.23317144,Water
66.17378159,16.23393197,Water
62.42468717,16.23518948,ForestNaturalAreas
61.97021726,16.24267162,ForestNaturalAreas
57.01507203,16.2427173,AgriculturalArea
58.52691223,16.2469158,Water
66.1139387,16.24768377,Water
62.46726693,16.24881352,ForestNaturalAreas
60.7184938,16.25019417,ForestNaturalAreas
61.20101857,16.25148451,ForestNaturalAreas
67.83989209,16.25745751,Water
67.64214361,16.26910844,Water
61.87452707,16.26912004,ForestNaturalAreas
63.37757468,16.2724522,Wetlands
61.44620155,16.2804197,Wetlands
61.03020056,16.28189997,Wetlands
63.92473816,16.28395504,Water
63.26938242,16.28724096,ForestNaturalAreas
63.35431408,16.29270526,ForestNaturalAreas
68.24313677,16.2936885,Water
60.61719183,16.29688889,ForestNaturalAreas
59.62391144,16.30028684,AgriculturalArea
64.43549439,16.30351391,ForestNaturalAreas
64.18516784,16.30680485,ForestNaturalAreas
64.34612276,16.30684226,ForestNaturalAreas
66.46123407,16.31009918,Water
62.37930668,16.3127104,ForestNaturalAreas
68.32694959,16.31305794,Water
60.51290787,16.315186,ForestNaturalAreas
61.46085208,16.31751112,ForestNaturalAreas
56.67334602,16.31807149,Water
56.33276813,16.31815601,AgriculturalArea
59.99207714,16.33394911,ForestNaturalAreas
65.8840811,16.33508294,ForestNaturalAreas
60.82965002,16.33625444,Wetlands
57.48791039,16.33704103,Water
61.64408699,16.33769396,ForestNaturalAreas
65.61784919,16.34300495,Water
61.9877185,16.34405211,ForestNaturalAreas
65.44239663,16.34550023,Water
66.54529426,16.34584968,Water
59.41329555,16.3495181,ArtificialSurfaces
66.83652265,16.35147265,Water
61.43051612,16.35550405,ForestNaturalAreas
63.17122338,16.35931588,ForestNaturalAreas
60.81381189,16.36198211,ForestNaturalAreas
59.98390399,16.36243363,ForestNaturalAreas
58.96598898,16.36542656,ArtificialSurfaces
67.08987244,16.36581924,Water
65.52250528,16.3681483,Water
63.71360229,16.37628018,Water
61.32164339,16.38008064,ForestNaturalAreas
57.46545782,16.38327259,Water
60.34968297,16.38901433,AgriculturalArea
67.57784094,16.39199002,Water
66.54263315,16.39263966,Water
66.91371367,16.39294557,Water
59.52841276,16.39548478,Water
63.01919437,16.39607333,ForestNaturalAreas
60.12675328,16.40061649,ForestNaturalAreas
59.53289413,16.4049414,Water
56.55909668,16.4064307,ArtificialSurfaces
68.17200887,16.41081969,Wetlands
59.18277041,16.41192097,Water
61.7980356,16.41524492,ForestNaturalAreas
65.35125767,16.41708741,Water
59.28759038,16.42498319,ForestNaturalAreas
60.91662369,16.42628741,Wetlands
58.52537798,16.42759505,Water
59.44374089,16.43366723,ArtificialSurfaces
65.16225,16.43669201,ForestNaturalAreas
62.81926059,16.44871582,ForestNaturalAreas
60.52136235,16.45304153,AgriculturalArea
62.32277835,16.46505924,ForestNaturalAreas
68.02542694,16.47132218,ForestNaturalAreas
56.23840609,16.47178203,AgriculturalArea
65.80377971,16.47295113,Water
66.08997157,16.47565884,Water
65.74143825,16.48578212,ForestNaturalAreas
55.78766445,16.48594226,AgriculturalArea
64.93001193,16.48678106,ForestNaturalAreas
64.80872508,16.48913135,ForestNaturalAreas
60.71469387,16.49519306,Wetlands
61.48606525,16.49654587,ForestNaturalAreas
60.1571011,16.49845024,ForestNaturalAreas
